
Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 156 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Deluxe Balcony Room,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 275 ,Hosted by KPM Hotel & Residences,4 years hosting,Not guest favourite,Not guest favourite
Room with a view for working and relaxing,"Room in Michendorf, Germany",1 double bed ·  · Shared bathroom,€ 65 ,Hosted by Dagmar,9 years hosting,Not guest favourite,Not guest favourite
Between green idyll and Berlin City,"Room in Kleinmachnow, Germany",1 bedroom ·  · Dedicated bathroom,€ 72 ,Stay with Heike,6 years hosting,Not guest favourite,Not guest favourite
Ap 31: Bright flat at the Helios Klinikum,"Entire rental unit in Panketal, Germany",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 155 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
"Double room (double) bright, garden use","Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 125 ,Stay with Rita,2 years hosting,Not guest favourite,Not guest favourite
Grünheide bei Sirka Ferienzimmer im Gästehaus,"Private room in guesthouse in Grünheide (Mark), Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 shared bath,€ 50 ,Hosted by Sirka,1 year hosting,Not guest favourite,Not guest favourite
Green room 2/guest room close to BER BERLIN,"Room in Blankenfelde-Mahlow, Germany",2 single beds ·  · Shared bathroom,€ 39 ,Hosted by Mona, · 5 years hosting,Not guest favourite,Not guest favourite
Streetlife & Big (LINDEMANN'S),"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,€ 173 ,Hosted by Lindemann'S,6 years hosting,Not guest favourite,Not guest favourite
Garden Eden Apartment,"Entire rental unit in Bernau bei Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 110 ,Hosted by Stefanie, · 1 year hosting,Not guest favourite,Not guest favourite
Design Apartment - Seeblick (Erdgeschoss),"Entire rental unit in Potsdam, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 240 ,Hosted by Thomas,6 months hosting,Not guest favourite,Not guest favourite
Elvano Apartments Nr. 8,"Entire rental unit in Falkensee, Germany",3 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 120 ,Hosted by Tülay,8 years hosting,Not guest favourite,Not guest favourite
Cozy Apartments in Wannsee,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 120 ,Hosted by Camila,2 years hosting,Not guest favourite,Not guest favourite
calm Area near Grünewald & ZOB Berlin,"Room in Berlin, Germany",1 bed ·  · Dedicated bathroom,€ 45 ,Hosted by Mohamad Rami,2 years hosting,Not guest favourite,Not guest favourite
Grünheide bei Sirka Ferienzimmer im Gästehaus,"Private room in guesthouse in Grünheide (Mark), Germany",1 guest ·  · 1 bedroom ·  · 2 beds ·  · 1 shared bath,€ 50 ,Hosted by Sirka,1 year hosting,Not guest favourite,Not guest favourite
Distinctive tiny house,"Tiny home in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 207 ,Hosted by Mathias, · 4 years hosting,Not guest favourite,Not guest favourite
Rooftop Berlin,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 190 ,Hosted by Julius,3 years hosting,Not guest favourite,Not guest favourite
VILLA WEIGERT (Bel Etage),"Entire rental unit in Birkenwerder, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 110 ,Hosted by Joachim,9 years hosting,Not guest favourite,Not guest favourite
Grünheide bei Sirka Ferienzimmer im Gästehaus,"Private room in guesthouse in Grünheide (Mark), Germany",1 guest ·  · 1 bedroom ·  · 2 beds ·  · 1 shared bath,€ 50 ,Hosted by Sirka,1 year hosting,Not guest favourite,Not guest favourite
Modern Charlottenburg Apartment,"Entire rental unit in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 175 ,Hosted by Zerong,1 month hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Garden Eden Apartment,"Entire rental unit in Bernau bei Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 110 ,Hosted by Stefanie, · 1 year hosting,Not guest favourite,Not guest favourite
Monteurzimmer near Berlin,"Entire home in Schulzendorf, Germany",3 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 86 ,Hosted by Tim,9 months hosting,Not guest favourite,Not guest favourite
Modern city villa in Berlin,"Entire home in Berlin, Germany",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 3.5 baths,€ 675 ,Hosted by Rex, · 8 months hosting,Not guest favourite,Not guest favourite
Room S-Bahn (suburban train) Botanical Garden,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 115 ,Hosted by Valentin, · 8 months hosting,Not guest favourite,Not guest favourite
Studio Kiefer near  Berlin.,"Entire rental unit in Zeuthen, Germany",1 guest ·  · 1 bedroom ·  · 1 bath,€ 73 ,Hosted by Jörg,1 month hosting,Not guest favourite,Not guest favourite
"Grand Suite, right on Kurfürstendamm 63-95 sqm","Room in serviced apartment in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 402 ,Hosted by Louisa'S Place,5 years hosting,Not guest favourite,Not guest favourite
welcome,"Room in Hennigsdorf, Germany",0 bedrooms ·  · Shared bathroom,€ 45 ,Stay with Chedi,9 months hosting,Not guest favourite,Not guest favourite
Former Neighbourhood Bar on the Upper Westside,"Entire place in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 197 ,Hosted by Jan,7 years hosting,Not guest favourite,Not guest favourite
Cozy bright Apartment in the heart of PrenzlBerg,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 290 ,Hosted by Mhd Yahya,2 months hosting,Not guest favourite,Not guest favourite
Metropole Berlin and country life in Brandenburg,"Entire serviced apartment in Werneuchen, Germany",7 guests ·  · 1 bedroom ·  · 4 beds ·  · 1.5 baths,€ 52 ,Hosted by Guido, · 3 years hosting,Not guest favourite,Not guest favourite
Catalonia Berlin Mitte 4* - Double room,"Room in hotel in Berlin, Germany",2 guests ·  · Studio ·  · 1 bed ·  · 1 private bath,€ 185 ,Hosted by Catalonia Berlin Mitte,2 years hosting,Not guest favourite,Not guest favourite
Idyllic detached house,"Entire rental unit in Potsdam, Germany",4 guests ·  · 2 bedrooms ·  · 2 baths,€ 180 ,Hosted by Vanessa,4 years hosting,Not guest favourite,Not guest favourite
Double room / Studio / Westlife Apart Hotel,"Room in hotel in Berlin, Germany",2 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,€ 140 ,Hosted by Westlife Apart Hotel,3 years hosting,Not guest favourite,Not guest favourite
Double room / Studio / Westlife Apart Hotel,"Room in hotel in Berlin, Germany",2 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,€ 140 ,Hosted by Westlife Apart Hotel,3 years hosting,Not guest favourite,Not guest favourite
Vacation in the construction car,"Tiny home in Panketal, Germany",4 guests ·  · 0 baths,€ 32 ,Hosted by Clemens,3 years hosting,Not guest favourite,Not guest favourite
"Gästehaus Eiche
Apartment 0-8","Entire rental unit in Potsdam, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 80 ,Hosted by Krystian,3 years hosting,Not guest favourite,Not guest favourite
Luxus-Suite 145m2 Berlin Schmargendorf,"Entire serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 307 ,Hosted by Alexander,4 years hosting,Not guest favourite,Not guest favourite
Modern vibe & smartphone-controlled amenities,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 152 ,Hosted by Acora Berlin Living The City,3 months hosting,Not guest favourite,Not guest favourite
Gorgeous 1 Bed Room in Stadvilla II,"Room in Blankenfelde-Mahlow, Germany",1 bedroom ·  · Shared bathroom,€ 58 ,Hosted by Alexander,9 months hosting,Not guest favourite,Not guest favourite
Lovely Altbau Prenzlauer Berg,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 234 ,Hosted by Simo,10 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 139 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Feel good at the Botanical Garden,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 134 ,Hosted by Valentin,6 years hosting,Not guest favourite,Not guest favourite
Villa Tropicana Apartment Adina,"Private room in serviced apartment in Teltow, Germany",5 guests ·  · 2 bedrooms ·  · 1 shared bath,€ 322 ,Hosted by Ingrid,2 years hosting,Not guest favourite,Not guest favourite
Cozy apartment in the center,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 200 ,Hosted by Oumaima,1 year hosting,Not guest favourite,Not guest favourite
double room (1) in villa with garden and pool,"Room in Schulzendorf, Germany",2 beds ·  · Shared bathroom,€ 99 ,Stay with Maik,2 years hosting,Not guest favourite,Not guest favourite
Damaschke apartment with 2-bed room,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 104 ,Hosted by Pierre,2 months hosting,Not guest favourite,Not guest favourite
Double room (2)  in villa with garden and pool,"Room in Schulzendorf, Germany",1 double bed ·  · Shared bathroom,€ 110 ,Stay with Maik,2 years hosting,Not guest favourite,Not guest favourite
Genius location near Kurfürstendamm,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 138 ,Hosted by Novum Hotel Kronprinz Berlin,2 months hosting,Not guest favourite,Not guest favourite
King size apt. of the top class,"Entire rental unit in Großbeeren, Germany",6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 140 ,Hosted by Hannes, · 9 years hosting,Not guest favourite,Not guest favourite
Gartensuite 135m2 Berlin Grunewald,"Entire serviced apartment in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 286 ,Hosted by Alexander,4 years hosting,Not guest favourite,Not guest favourite
Joachim.8,"Entire rental unit in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 805 ,Hosted by Team Suite030,7 years hosting,Not guest favourite,Not guest favourite
Room with shared bathroom Ela Apartments Berlin,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 98 ,Hosted by Faouzi Daniela,2 years hosting,Not guest favourite,Not guest favourite
double room (1) in villa with garden and pool,"Room in Schulzendorf, Germany",2 beds ·  · Shared bathroom,€ 99 ,Stay with Maik,2 years hosting,Not guest favourite,Not guest favourite
Gartensuite 135m2 Berlin Grunewald,"Entire serviced apartment in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 286 ,Hosted by Alexander,4 years hosting,Not guest favourite,Not guest favourite
Damaschke apartment with 2-bed room,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 104 ,Hosted by Pierre,2 months hosting,Not guest favourite,Not guest favourite
Genius location near Kurfürstendamm,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 138 ,Hosted by Novum Hotel Kronprinz Berlin,2 months hosting,Not guest favourite,Not guest favourite
4 bedroom apartment,"Entire rental unit in Potsdam, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 206 ,Hosted by Zhiqi,10 years hosting,Not guest favourite,Not guest favourite
600 sqm loft on island in Berlin,"Entire loft in Berlin, Germany",2 guests ·  · 4 bedrooms ·  · 3 beds ·  · 1.5 baths,€ 650 ,Hosted by Hartwig,10 years hosting,Not guest favourite,Not guest favourite
Room with shared bathroom Ela Apartments Berlin,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 98 ,Hosted by Faouzi Daniela,2 years hosting,Not guest favourite,Not guest favourite
Studio im Hotel Berliner Hof,"Room in boutique hotel in Dallgow-Döberitz, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 158 ,Hosted by Janine,5 years hosting,Not guest favourite,Not guest favourite
Cozy room for two in a central location,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 124 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
New apartment at BER Berlin Schönefeld Airport,"Room in Schönefeld, Germany",1 bedroom ·  · Private attached bathroom,€ 78 ,Hosted by Lara,7 years hosting,Not guest favourite,Not guest favourite
Amazing place with nice bedrooms with privacy,"Room in Berlin, Germany",1 double bed ·  · Shared bathroom,€ 133 ,Stay with Albert,2 years hosting,Not guest favourite,Not guest favourite
Cozy with balcony (Anna 1908),"Room in hotel in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,€ 214 ,Hosted by Anna 1908, · 6 years hosting,Not guest favourite,Not guest favourite
Relax and cozy living,"Room in Michendorf, Germany",1 bedroom ·  · Shared bathroom,€ 63 ,Stay with Dagmar,9 years hosting,Not guest favourite,Not guest favourite
Garden Eden Apartment,"Entire rental unit in Bernau bei Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 110 ,Hosted by Stefanie, · 1 year hosting,Not guest favourite,Not guest favourite
Caravan on water property near Berlin,"Camper/RV in Rüdersdorf bei Berlin, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 baths,€ 44 ,Hosted by Katja,5 years hosting,Not guest favourite,Not guest favourite
Room S-Bahn (suburban train) Botanical Garden,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 137 ,Hosted by Valentin,5 years hosting,Not guest favourite,Not guest favourite
Cozy City West,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 194 ,Hosted by Janek,1 year hosting,Not guest favourite,Not guest favourite
Triple Streetlife (Lindemann's),"Room in hotel in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 187 ,Hosted by Lindemann'S,6 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 139 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Room S-Bahn (suburban train) Botanical Garden,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 137 ,Hosted by Valentin,6 years hosting,Not guest favourite,Not guest favourite
High-quality and accessible apartment in a great location!,"Entire rental unit in Potsdam, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 200 ,Hosted by Nico,2 years hosting,Not guest favourite,Not guest favourite
"Steghaus in Berlin-Kladow, 30 min. to the city","Entire bungalow in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 200 ,Hosted by Reinhold, · 4 years hosting,Not guest favourite,Not guest favourite
Double room /Westlife Apart Hotel,"Room in hotel in Berlin, Germany",2 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,€ 140 ,Hosted by Westlife Apart Hotel,3 years hosting,Not guest favourite,Not guest favourite
sleeping under the stars in the glass house,"Private room in hut in Michendorf, Germany",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 shared baths,€ 36 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Small house with large garden and outdoor shower,"Entire home in Hohen Neuendorf, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 89 ,Hosted by Katrin Grit,2 years hosting,Not guest favourite,Not guest favourite
160m² Rooftop Penthouse with terrace & city view,"Entire rental unit in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,"€ 1,209 ",Hosted by Lev,3 years hosting,5.0,15
"bed in a 6-Bedroom mixed, Ensuite   No. 20","Room in Berlin, Germany",3 bunk beds ·  · Shared bathroom,€ 42 ,Hosted by Singer Hostel Berlin,11 years hosting,Not guest favourite,Not guest favourite
Remise Villa Erica Superior Apartment,"Entire rental unit in Teltow, Germany",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 147 ,Hosted by Archibald,9 years hosting,Not guest favourite,Not guest favourite
Central and nice flat in Velten,"Entire rental unit in Velten, Germany",5 guests ·  · 3 bedrooms ·  · 5 beds ·  · 1 bath,€ 122 ,Hosted by Meltem, · 1 year hosting,Not guest favourite,Not guest favourite
"Ap 18 - Schönes, helles Apartment nahe Berlin-Buch","Entire rental unit in Panketal, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 75 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Tiny & Cute Apartment,"Entire serviced apartment in Berlin, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Apartment Hegel,"Entire rental unit in Potsdam, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by Gordon,4 years hosting,Not guest favourite,Not guest favourite
"Deluxe Suite, right on Kurfürstendamm 52-69sqm","Room in serviced apartment in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 367 ,Hosted by Louisa'S Place,5 years hosting,Not guest favourite,Not guest favourite
"Single room (single) spacious, garden use","Room in Berlin, Germany",1 double bed ·  · Shared bathroom,€ 95 ,Stay with Rita,2 years hosting,Not guest favourite,Not guest favourite
cozy tiny house on the edge of the forest near Potsdam,"Private room in camper/rv in Michendorf, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 shared baths,€ 36 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Berlin-directly on the water for up to 6 pers.,"Entire rental unit in Berlin, Germany",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 1 bath,€ 150 ,Hosted by Rolando, · 10 years hosting,Not guest favourite,Not guest favourite
Furnished apartment with garden & parking space,"Entire rental unit in Blankenfelde-Mahlow, Germany",5 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 143 ,Hosted by Elaine,2 months hosting,Not guest favourite,Not guest favourite
Ap 38 - Friendly apartment at Helios Klinikum,"Entire rental unit in Panketal, Germany",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 138 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Four-bed room in the city center of Berlin,"Room in hotel in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,€ 200 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Room for 2 people in Berlin center,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 124 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
The View Studio Lux,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Ap 35 - Friendly Three-Bedroom Apartment,"Entire rental unit in Panketal, Germany",4 guests ·  · 3 bedrooms ·  · 5 beds ·  · 1 bath,€ 173 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Nice cozy apartment,"Entire rental unit in Potsdam, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 122 ,Hosted by Serkan,6 years hosting,Not guest favourite,Not guest favourite
Berlin Airport Schönefeld Green apartment,"Room in Schönefeld, Germany",1 small double bed ·  · Private attached bathroom,€ 72 ,Hosted by Lara,7 years hosting,Not guest favourite,Not guest favourite
Ap 44 - Modern apartment at Helios Klinikum,"Entire rental unit in Panketal, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 75 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
nice room with balcony,"Room in Berlin, Germany",1 queen bed ·  · Shared bathroom,€ 79 ,Stay with H,3 years hosting,Not guest favourite,Not guest favourite
Room,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 71 ,Hosted by Hassan,9 months hosting,Not guest favourite,Not guest favourite
Bali-Flair in Berlin m. SeeBlick,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 103 ,Hosted by Ali,9 months hosting,Not guest favourite,Not guest favourite
Wannsee - Large studio apartment 200 meters to lake,"Entire rental unit in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 111 ,Hosted by Sandra,3 years hosting,Not guest favourite,Not guest favourite
Musical flat in best place,"Entire rental unit in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,Price not specified,Hosted by Violet,1 month hosting,Not guest favourite,Not guest favourite
Eco-Hostel for Vegetarians Berlin Potsdam,"Room in Michendorf, Germany",1 bed ·  · Shared bathroom,€ 23 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
"bed in a 6-Bedroom mixed, Ensuite  No. 5","Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 44 ,Hosted by Singer Hostel Berlin,11 years hosting,Not guest favourite,Not guest favourite
Apartment with 1 bedroom,"Entire serviced apartment in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,Price not specified,Hosted by Igor,11 months hosting,Not guest favourite,Not guest favourite
VACATION RENTAL ALEX,"Entire condo in Petershagen/Eggersdorf, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 89 ,Hosted by Susanne,7 years hosting,Not guest favourite,Not guest favourite
Room,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 71 ,Hosted by Hassan,9 months hosting,Not guest favourite,Not guest favourite
Room with private lake access,"Room in Potsdam, Germany",2 beds ·  · Shared bathroom,€ 72 ,Hosted by Peggy,10 months hosting,Not guest favourite,Not guest favourite
Eco-Hostel for Vegetarians Berlin Potsdam,"Room in Michendorf, Germany",1 bed ·  · Shared bathroom,€ 23 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Damaschke Apartment with 2-bed room and balcony,"Room in Berlin, Germany",2 single beds ·  · Shared bathroom,€ 125 ,Hosted by Pierre,2 months hosting,Not guest favourite,Not guest favourite
Large twin room with shared bathroom,"Room in hotel in Hennigsdorf, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 shared bath,€ 134 ,Hosted by Daria, · 3 years hosting,Not guest favourite,Not guest favourite
Central apartment in Berlin,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 116 ,Hosted by Paula,7 years hosting,Not guest favourite,Not guest favourite
"Family house with large garden, terrace & BBQ","Entire home in Königs Wusterhausen, Germany",5 guests ·  · 3 bedrooms ·  · 2.5 baths,€ 179 ,Hosted by Christopher,2 years hosting,Not guest favourite,Not guest favourite
"Ap 40 - Small, modern apartment near Berlin","Entire rental unit in Panketal, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 75 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Stay at Berlin-Mitte with Spreeblick,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 240 ,Hosted by Markus,4 years hosting,Not guest favourite,Not guest favourite
Categorki 2C,"Entire serviced apartment in *, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 543 ,Hosted by Gorki Apartments, · 9 years hosting,Not guest favourite,Not guest favourite
Sleeping in the outdoor natural garden,"Private room in tent in Michendorf, Germany",2 guests ·  · 11 bedrooms ·  · 1 bed ·  · 1.5 shared baths,€ 23 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Living between Potsdam and Berlin,"Room in Berlin, Germany",1 queen bed ·  · Private attached bathroom,€ 70 ,Hosted by Doris,8 years hosting,Not guest favourite,Not guest favourite
Cheerful villa with pool at the gates of Berlin,"Entire villa in Ahrensfelde, Germany",4 guests ·  · 2 bedrooms ·  · 5 beds ·  · 3 baths,€ 400 ,Hosted by Christian,2 years hosting,Not guest favourite,Not guest favourite
Blue guest room in dream villa,"Room in Michendorf, Germany",1 queen bed ·  · Dedicated bathroom,€ 54 ,Stay with Anna & Thomas,6 years hosting,Not guest favourite,Not guest favourite
NEW: cozy place with fitness space near lake/park,"Entire rental unit in Berlin, Germany",5 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 473 ,Hosted by Bernd,10 years hosting,Not guest favourite,Not guest favourite
Max hygge vibes throughout,"Room in hotel in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 1 private bath,€ 133 ,Hosted by Yggotel Ravn,3 months hosting,Not guest favourite,Not guest favourite
Cozy ecologically renovated room,"Room in Michendorf, Germany",1 sofa bed ·  · Shared bathroom,€ 54 ,Stay with Michael,9 years hosting,Not guest favourite,Not guest favourite
Design apartment with side lake view,"Room in aparthotel in Potsdam, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 186 ,Hosted by Thomas,6 months hosting,Not guest favourite,Not guest favourite
Cozy ecologically renovated room,"Room in Michendorf, Germany",1 sofa bed ·  · Shared bathroom,€ 54 ,Stay with Michael,9 years hosting,Not guest favourite,Not guest favourite
"Single bedroom with shared bathroom 
Ela Apartments","Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 98 ,Hosted by Faouzi Daniela,2 years hosting,Not guest favourite,Not guest favourite
Klinik Grünkraft,"Entire rental unit in Berlin, Germany",4 guests ·  · 4 bedrooms ·  · 4 beds ·  · 1 bath,€ 158 ,Hosted by Filipova,2 years hosting,Not guest favourite,Not guest favourite
Apartment with a satisfaction guarantee,"Entire rental unit in Großbeeren, Germany",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 100 ,Hosted by Hannes, · 9 years hosting,Not guest favourite,Not guest favourite
Great house with garden near Prenzlauer Berg,"Entire home in Berlin, Germany",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 285 ,Hosted by Kristin,2 years hosting,Not guest favourite,Not guest favourite
Single room,"Room in hotel in Berlin, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 122 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Private accommodation in Berlin,"Entire rental unit in Berlin, Germany",6 guests ·  · 2 bedrooms ·  · 6 beds ·  · 1 bath,Price not specified,Hosted by Daniela,2 years hosting,Not guest favourite,Not guest favourite
