Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Lovely 1 Bed 1 Bath 2nd Floor Private Apt w/ View,"Entire rental unit in San Leandro, California, United States",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 95 ,Hosted by Jiali, · 2 years hosting,4.86,78
Sun-drenched retreat in the heart of North Oakland,"Room in Oakland, California, United States",2 bedrooms ·  · 2 queen beds ·  · Shared bathroom,€ 132 ,Stay with Araxi,7 years hosting,4.98,46
Quiet Berkeley Hills House near Campus,"Entire home in Berkeley, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1.5 baths,€ 349 ,Hosted by Sara, · 4 years hosting,Not guest favourite,Not guest favourite
"Golden Gate Park & Ocean Views, Family-Sized House","Entire home in San Francisco, California, United States",7 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 684 ,Hosted by Bruce, · 8 years hosting,5.0,39
The Green Room in Green Home,"Room in Castro Valley, California, United States",1 bed ·  · Shared bathroom,€ 56 ,Hosted by Chuck, · 2 years hosting,4.93,15
A House in the Woods - Walk to Campus,"Entire home in Berkeley, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 125 ,Hosted by Nhu (And Tom), · 10 years hosting,Not guest favourite,Not guest favourite
"Spacious, secluded & new. Mins from downtown WC.","Entire home in Walnut Creek, California, United States",2 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 231 ,Hosted by Neetu,6 years hosting,Not guest favourite,Not guest favourite
Cozy room in  San Francisco,"Room in San Francisco, California, United States",1 bedroom ·  · Shared bathroom,€ 70 ,Hosted by In Cheul, · 9 months hosting,Not guest favourite,Not guest favourite
Studio next to Golden Gate Park,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 211 ,Hosted by Kal,6 years hosting,Not guest favourite,Not guest favourite
"View the entier SF. bay,  new building one 1 bd rm","Entire home in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 155 ,Hosted by Fazlollah,10 years hosting,Not guest favourite,Not guest favourite
Eco-friendly guesthouse (Asia Suite),"Room in Berkeley, California, United States",1 queen bed ·  · Shared bathroom,€ 121 ,Stay with Terry,11 years hosting,5.0,19
Cozy room in  San Francisco,"Room in San Francisco, California, United States",1 bedroom ·  · Shared bathroom,€ 70 ,Hosted by In Cheul, · 9 months hosting,Not guest favourite,Not guest favourite
"Quiet, sunny Redwood City Cottage","Private room in guesthouse in Redwood City, California, United States",2 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,€ 110 ,Hosted by Lynette, · 6 years hosting,4.87,30
Room in Stylish Retreat w/ Spacious Living,"Room in Berkeley, California, United States",1 double bed ·  · Shared bathroom,€ 53 ,Stay with Daniel,3 months hosting,Not guest favourite,Not guest favourite
San Francisco 1 bedroom condo (Union Square),"Entire condo in San Francisco, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 227 ,Hosted by Michael, · 8 years hosting,Not guest favourite,Not guest favourite
4BR/2.5BA Home 3 Blocks to Beach,"Entire home in Half Moon Bay, California, United States",8 guests ·  · 4 bedrooms ·  · 5 beds ·  · 2.5 baths,€ 387 ,Hosted by Sarah, · 1 year hosting,Not guest favourite,Not guest favourite
Modern Bedroom and Bath Great for Business Travel,"Private room in loft in Oakland, California, United States",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 75 ,Hosted by Tina,6 years hosting,Not guest favourite,Not guest favourite
"Private Mountain Retreat, yet 5 mins to everything","Entire home in Mill Valley, California, United States",8 guests ·  · 4 bedrooms ·  · 4 baths,€ 643 ,Hosted by Amy, · 2 years hosting,4.94,18
3rd floor primary suite and private full bathroom!,"Room in Oakland, California, United States",1 bedroom ·  · Private attached bathroom,€ 90 ,Stay with Claire, · 2 years hosting,4.94,33
Seaside serenity,"Room in hotel in Pacifica, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 162 ,Hosted by Tania, · 2 years hosting,Not guest favourite,Not guest favourite
"Private room with bath, and cat!","Room in Oakland, California, United States",1 queen bed ·  · Dedicated bathroom,€ 61 ,Stay with LaurieAnn,13 years hosting,Not guest favourite,Not guest favourite
Sequoyah Country Club - Private bath in 1-bedroom,"Room in Oakland, California, United States",1 queen bed ·  · Private attached bathroom,€ 66 ,Hosted by Jon,9 months hosting,Not guest favourite,Not guest favourite
Peaceful Oceanside Retreat 2,"Room in Half Moon Bay, California, United States",1 king bed ·  · Private attached bathroom,€ 251 ,Hosted by Cheryl, · 5 years hosting,4.95,148
Spa Retreat Guest House w/Ocean Views,"Entire guest suite in Moss Beach, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 208 ,Hosted by Yolanda,2 years hosting,Not guest favourite,Not guest favourite
Cozy Garden Studio with Parking,"Entire rental unit in Oakland, California, United States",1 guest ·  · Studio ·  · 1 bath,€ 52 ,Hosted by Albert,4 months hosting,Not guest favourite,Not guest favourite
Newly Renovated Room C in Central Oakland,"Room in Oakland, California, United States",1 bed ·  · Shared bathroom,€ 55 ,Hosted by De, · 2 years hosting,5.0,5
"Clean cozy comfortable room, near Lake Merritt","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 53 ,Stay with Maya,11 months hosting,Not guest favourite,Not guest favourite
"Big room, Beautiful, Safe St. 2 week min stay","Room in Berkeley, California, United States",2 beds ·  · Shared bathroom,€ 56 ,Hosted by Phoebe, · 10 years hosting,Not guest favourite,Not guest favourite
Peaceful Oakland Hills Treehouse,"Entire cabin in Oakland, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 182 ,Hosted by Sheila, · 13 years hosting,Not guest favourite,Not guest favourite
"Clean cozy comfortable room, near Lake Merritt","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 53 ,Stay with Maya,11 months hosting,Not guest favourite,Not guest favourite
"Big room, Beautiful, Safe St. 2 week min stay","Room in Berkeley, California, United States",2 beds ·  · Shared bathroom,€ 56 ,Hosted by Phoebe, · 10 years hosting,Not guest favourite,Not guest favourite
Peaceful Oakland Hills Treehouse,"Entire cabin in Oakland, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 182 ,Hosted by Sheila, · 13 years hosting,Not guest favourite,Not guest favourite
BREATHTAKING VIEWS Executive Lafayette Family Home,"Entire home in Lafayette, California, United States",6 guests ·  · 4 bedrooms ·  · 4 beds ·  · 2 baths,€ 479 ,Hosted by Leela, · 9 years hosting,Not guest favourite,Not guest favourite
Oakland Glam: 4 Bed Room Sanctuary,"Entire home in Oakland, California, United States",11 guests ·  · 4 bedrooms ·  · 2.5 baths,€ 158 ,Hosted by Kyle,5 months hosting,Not guest favourite,Not guest favourite
Coastal Cottage,"Entire home in Moss Beach, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 325 ,Hosted by Karen, · 5 years hosting,4.96,109
"Entire Charming, Private Ste close to shops & fwys","Entire home in San Leandro, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 79 ,Hosted by Margaret Meg, · 5 years hosting,4.71,28
SF Charmer,"Entire home in San Francisco, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 233 ,Hosted by Alvaro, · 5 years hosting,Not guest favourite,Not guest favourite
SF Guest Cozy Cove · 5 Mins to Public Trans,"Room in San Francisco, California, United States",2 queen beds ·  · Shared bathroom,€ 61 ,Hosted by Jade,5 years hosting,Not guest favourite,Not guest favourite
Spacious bedroom with a view,"Room in Oakland, California, United States",1 bed ·  · Shared bathroom,€ 66 ,Stay with Madeleine,1 year hosting,Not guest favourite,Not guest favourite
Modern Room & Attached Private Bathroom,"Room in Redwood City, California, United States",1 queen bed ·  · Private attached bathroom,€ 93 ,Hosted by Yong, · 3 years hosting,Not guest favourite,Not guest favourite
Cozy Queen Room in Downtown Oakland,"Room in boutique hotel in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 101 ,Hosted by Ayana,2 years hosting,Not guest favourite,Not guest favourite
Large room with smart TV,"Room in San Leandro, California, United States",1 bedroom ·  · Shared bathroom,€ 47 ,Stay with Naomi,6 years hosting,Not guest favourite,Not guest favourite
Great Room/Private Bath/TV/Secured Parking/Kitchen,"Room in Oakland, California, United States",1 queen bed ·  · Dedicated bathroom,€ 45 ,Stay with Adi Ludi,10 years hosting,Not guest favourite,Not guest favourite
Gated cottage*self ck-in*fast WiFi*free parking,"Tiny home in Oakland, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 96 ,Hosted by Odessa, · 5 years hosting,4.96,28
"Quiet and private studio, 5-min walk from BART","Entire guesthouse in Lafayette, California, United States",2 guests ·  · Studio ·  · 1 bath,€ 88 ,Hosted by Ben, · 10 years hosting,Not guest favourite,Not guest favourite
"Kasa The Niche | Cozy King, Downtown Redwood City","Entire rental unit in Redwood City, California, United States",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 124 ,Hosted by Kasa,8 years hosting,Not guest favourite,Not guest favourite
Villa Aubergine: A Beautiful Private Bed and Bath,"Private room in villa in Kentfield, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 91 ,Hosted by Dr John, · 8 years hosting,Not guest favourite,Not guest favourite
Oakland Private King Room in a Boutique Hotel,"Room in boutique hotel in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 101 ,Hosted by Ayana,2 years hosting,Not guest favourite,Not guest favourite
"Kasa The Niche | Cozy King, Downtown Redwood City","Entire rental unit in Redwood City, California, United States",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 124 ,Hosted by Kasa,8 years hosting,Not guest favourite,Not guest favourite
Great Room/Private Bath/TV/Secured Parking/Kitchen,"Room in Oakland, California, United States",1 queen bed ·  · Dedicated bathroom,€ 45 ,Stay with Adi Ludi,10 years hosting,Not guest favourite,Not guest favourite
Gated cottage*self ck-in*fast WiFi*free parking,"Tiny home in Oakland, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 96 ,Hosted by Odessa, · 5 years hosting,4.96,28
"Art-laden, creative haven for culture seekers","Room in hotel in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 151 ,Hosted by Hotel Zetta San Francisco,4 months hosting,Not guest favourite,Not guest favourite
San Francisco 1 bedroom condo (Union Square),"Entire condo in San Francisco, California, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 246 ,Hosted by Michael, · 8 years hosting,Not guest favourite,Not guest favourite
Villa Aubergine: A Beautiful Private Bed and Bath,"Private room in villa in Kentfield, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 91 ,Hosted by Dr John, · 8 years hosting,Not guest favourite,Not guest favourite
"Quiet and private studio, 5-min walk from BART","Entire guesthouse in Lafayette, California, United States",2 guests ·  · Studio ·  · 1 bath,€ 88 ,Hosted by Ben, · 10 years hosting,Not guest favourite,Not guest favourite
Private room & full private bathroom in Hayward,"Room in Hayward, California, United States",1 queen bed ·  · Dedicated bathroom,€ 56 ,Stay with Coraliss,2 years hosting,Not guest favourite,Not guest favourite
Cozy Queen Room in Downtown Oakland,"Room in boutique hotel in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 101 ,Hosted by Ayana,2 years hosting,Not guest favourite,Not guest favourite
Hidden Gem in East Oakland,"Entire home in Oakland, California, United States",4 guests ·  · 2 bedrooms ·  · 1 bath,€ 100 ,Hosted by Nicole, · 4 months hosting,Not guest favourite,Not guest favourite
"Bold, boho hideaway in the heart of the city","Room in hotel in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 115 ,Hosted by Hotel Zeppelin San Francisco,4 months hosting,Not guest favourite,Not guest favourite
By The Bay Retreat,"Entire villa in Castro Valley, California, United States",5 guests ·  · 2 bedrooms ·  · 2 baths,€ 349 ,Hosted by Alex, · 2 years hosting,Not guest favourite,Not guest favourite
Zen hillside retreat!,"Room in Sausalito, California, United States",1 bedroom ·  · Shared bathroom,€ 125 ,Stay with Andrea,7 months hosting,Not guest favourite,Not guest favourite
(2) 10 mins Walk to BART/Quiet Neighborhood 中文房东,"Room in San Lorenzo, California, United States",1 double bed ·  · Shared bathroom,€ 46 ,Hosted by Deby, · 5 years hosting,Not guest favourite,Not guest favourite
Luxury 2BR Condo and Elan Menlo,"Entire condo in Menlo Park, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 263 ,Hosted by Elan Menlo,1 year hosting,Not guest favourite,Not guest favourite
Cozy Room in Downtown Oakland w/ Private Bathroom,"Room in boutique hotel in Oakland, California, United States",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 99 ,Hosted by Ayana,2 years hosting,Not guest favourite,Not guest favourite
"Cozy room w/ private parking, shared bath","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 60 ,Stay with Angel, · 5 years hosting,4.88,50
(2) 10 mins Walk to BART/Quiet Neighborhood 中文房东,"Room in San Lorenzo, California, United States",1 double bed ·  · Shared bathroom,€ 46 ,Hosted by Deby, · 5 years hosting,Not guest favourite,Not guest favourite
3-5 mins walking to supermarket and restaurants,"Room in San Leandro, California, United States",1 queen bed ·  · Shared bathroom,€ 46 ,Hosted by Naomi,6 years hosting,Not guest favourite,Not guest favourite
Blue Room in Green Home in Castro Valley,"Room in Castro Valley, California, United States",1 bed ·  · Shared bathroom,€ 65 ,Hosted by Chuck, · 2 years hosting,Not guest favourite,Not guest favourite
Seaside Sanctuary in Montara,"Entire rental unit in Montara, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 234 ,Hosted by Sarah, · 3 years hosting,Not guest favourite,Not guest favourite
Stunning Mill Valley Retreat,"Entire home in Mill Valley, California, United States",5 guests ·  · 3 bedrooms ·  · 3 baths,€ 488 ,Hosted by Ben, · 11 months hosting,Not guest favourite,Not guest favourite
Room with Private Entrance,"Room in Pleasant Hill, California, United States",1 single bed ·  · Shared bathroom,€ 46 ,Hosted by Jay, · 6 years hosting,Not guest favourite,Not guest favourite
Town house available Oakland Hills,"Room in Oakland, California, United States",1 queen bed ·  · Dedicated bathroom,€ 60 ,Stay with Lisa,10 years hosting,Not guest favourite,Not guest favourite
"Cozy room w/ private parking, shared bath","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 60 ,Stay with Angel, · 5 years hosting,4.88,50
2085B- Convenient location 1 bedroom w/ share bath,"Room in San Francisco, California, United States",1 double bed ·  · Shared bathroom,€ 81 ,Stay with Fang,5 years hosting,Not guest favourite,Not guest favourite
Cheerful Suite w/ View & Garden Near Dolores ParkD,"Entire home in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 649 ,Hosted by Russell, · 6 years hosting,Not guest favourite,Not guest favourite
"Private Bedroom, Bathroom, fridge, and microwave.","Room in Richmond, California, United States",2 single beds ·  · Dedicated bathroom,€ 56 ,Stay with Larry,4 years hosting,Not guest favourite,Not guest favourite
Spacious 3BR House in Oakland w/ Patio & Yard,"Entire home in Oakland, California, United States",6 guests ·  · 3 bedrooms ·  · 3 baths,€ 189 ,Hosted by Tan,2 years hosting,Not guest favourite,Not guest favourite
Sunny bedroom w/ Tuscan patio view,"Room in Oakland, California, United States",1 bed ·  · Shared bathroom,€ 66 ,Hosted by Serena, · 12 years hosting,Not guest favourite,Not guest favourite
SF Bay Area Hostel Style,"Room in Daly City, California, United States",1 bed ·  · Shared bathroom,€ 36 ,Hosted by Zack,9 years hosting,4.83,72
"Vintage Bohemian, steps to trails and downtown!","Entire guest suite in Mill Valley, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 271 ,Hosted by Kaitlan, · 9 years hosting,Not guest favourite,Not guest favourite
Large Estate. Nature. Luxury. Views. Art Sanctuary,"Room in San Carlos, California, United States",2 beds ·  · Dedicated bathroom,€ 159 ,Stay with Milady,6 years hosting,4.95,19
Sunny 4-Bdrm home in Corte Madera,"Entire home in Corte Madera, California, United States",9 guests ·  · 4 bedrooms ·  · 5 beds ·  · 2 baths,€ 340 ,Hosted by Ruth,2 years hosting,Not guest favourite,Not guest favourite
"Safe, Convenient, Cozy & fun","Entire guesthouse in San Leandro, California, United States",5 guests ·  · 1 bedroom ·  · 11 beds ·  · 1 bath,€ 60 ,Hosted by Rodger, · 2 years hosting,Not guest favourite,Not guest favourite
"Safe, Convenient, Cozy & fun","Entire guesthouse in San Leandro, California, United States",5 guests ·  · 1 bedroom ·  · 11 beds ·  · 1 bath,€ 60 ,Hosted by Rodger, · 2 years hosting,Not guest favourite,Not guest favourite
Berkeley Hills Beauty- 1 Brm 1 Ba,"Room in Kensington, California, United States",1 queen bed ·  · Private attached bathroom,€ 74 ,Hosted by Deb,7 years hosting,Not guest favourite,Not guest favourite
Bedroom  One with Private Entrance,"Room in Pleasant Hill, California, United States",1 double bed ·  · Shared bathroom,€ 43 ,Hosted by Jay, · 6 years hosting,4.86,90
Master suite top of the world view all SF bridges,"Entire home in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 166 ,Hosted by Fazlollah,10 years hosting,Not guest favourite,Not guest favourite
Book-filled Writer’s Alcove in the lobby,"Room in hotel in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 179 ,Hosted by Hotel Emblem San Francisco,2 months hosting,Not guest favourite,Not guest favourite
Cozy bedroom with a view upstairs,"Room in Kentfield, California, United States",1 double bed ·  · Shared bathroom,€ 79 ,Hosted by Dr John, · 8 years hosting,Not guest favourite,Not guest favourite
Modern Studio in SF,"Entire guest suite in San Francisco, California, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 118 ,Hosted by David, · 8 years hosting,Not guest favourite,Not guest favourite
"Huge Muir Woods Retreat, 5 BR/5 BA near GG Bridge","Entire vacation home in Mill Valley, California, United States",12 guests ·  · 5 bedrooms ·  · 7 beds ·  · 5 baths,"€ 1,161 ",Hosted by Wade, · 2 years hosting,5.0,26
Travel Workers Dream Space Private Entry & Deck,"Room in Richmond, California, United States",1 queen bed ·  · Shared bathroom,€ 73 ,Stay with Michelle, · 8 years hosting,Not guest favourite,Not guest favourite
SF Landing Pad by Ocean Beach & Golden Gate Park,"Private room in home in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · Half-bath,€ 84 ,Hosted by Noelle,13 years hosting,Not guest favourite,Not guest favourite
San Francisco Vacation Rental ~ 8 Mi to Downtown,"Entire rental unit in San Francisco, California, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 191 ,Hosted by Evolve,7 years hosting,Not guest favourite,Not guest favourite
Soak in All The Views,"Entire home in Oakland, California, United States",6 guests ·  · 2 bedrooms ·  · 2 baths,€ 118 ,Hosted by Paul,7 years hosting,Not guest favourite,Not guest favourite
Outer Sunset Cozy Room!,"Entire guest suite in San Francisco, California, United States",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 186 ,Hosted by Tomo,7 years hosting,Not guest favourite,Not guest favourite
Eco-friendly Private 1 bedroom Apartment,"Entire rental unit in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 79 ,Hosted by Joie,4 years hosting,4.91,23
Artsy Journey | Museums. Local Art Gallery,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 195 ,Hosted by Stanford Court San Francisco,1 month hosting,Not guest favourite,Not guest favourite
Charming room 3 near public transportation,"Room in Alameda, California, United States",1 queen bed ·  · Shared bathroom,€ 60 ,Stay with Sharon,9 years hosting,Not guest favourite,Not guest favourite
Large Bedroom & Private Bath (Redwood Room),"Room in Alameda, California, United States",1 king bed ·  · Private attached bathroom,€ 64 ,Hosted by David, · 8 years hosting,Not guest favourite,Not guest favourite
Deck Surrounded Room in Tree House,"Room in Mill Valley, California, United States",1 double bed ·  · Private attached bathroom,€ 81 ,Hosted by Faustin,11 years hosting,Not guest favourite,Not guest favourite
Charming room 3 near public transportation,"Room in Alameda, California, United States",1 queen bed ·  · Shared bathroom,€ 60 ,Stay with Sharon,9 years hosting,Not guest favourite,Not guest favourite
Buzzing Atmosphere | Twin Peaks. Restaurant,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 181 ,Hosted by Stanford Court San Francisco,1 month hosting,Not guest favourite,Not guest favourite
"Head turning condo in gated community, Oakland","Entire home in Oakland, California, United States",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1.5 baths,€ 167 ,Hosted by Shawnta',10 months hosting,Not guest favourite,Not guest favourite
Quiet House in Private Garden,"Entire townhouse in Redwood City, California, United States",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 155 ,Hosted by Damien,1 month hosting,Not guest favourite,Not guest favourite
Affordable Ensuite Bedroom in Fremont 宽敞明亮独立主人房,"Room in Fremont, California, United States",1 queen bed ·  · Private attached bathroom,€ 59 ,Stay with Jianning,5 years hosting,Not guest favourite,Not guest favourite
San Francisco 1 bedroom condo (Union Square),"Entire condo in San Francisco, California, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 227 ,Hosted by Michael, · 8 years hosting,Not guest favourite,Not guest favourite
Fabulous Victorian in the Castro,"Entire home in San Francisco, California, United States",3 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 650 ,Hosted by MarknEric,11 years hosting,Not guest favourite,Not guest favourite
Fully Furnished 2 bed 1bath Full kitchen,"Entire home in San Francisco, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 133 ,Hosted by Loc,11 years hosting,Not guest favourite,Not guest favourite
Nice Room by Highland Hospital w/private bathroom,"Room in Oakland, California, United States",1 single bed ·  · Shared bathroom,€ 41 ,Hosted by Andrew,13 years hosting,4.86,22
一Master BR share by 3 $650/M,"Room in Oakland, California, United States",1 bed ·  · 2.5 shared bathrooms,€ 21 ,Hosted by Kenny,10 years hosting,Not guest favourite,Not guest favourite
Round bed in a beautiful private room,"Room in Oakland, California, United States",1 king bed ·  · Private attached bathroom,€ 84 ,Stay with Danna, · 8 years hosting,Not guest favourite,Not guest favourite
2085A- Convenient location 2 single-bed share bath,"Room in San Francisco, California, United States",2 single beds ·  · Shared bathroom,€ 81 ,Stay with Fang,5 years hosting,Not guest favourite,Not guest favourite
"Historic Mansion Private Room, Queen Bed, 1G Wi-Fi","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 65 ,Stay with E.J. Blumberg, · 11 years hosting,Not guest favourite,Not guest favourite
cozy home C温馨舒适的家,"Room in San mateo, California, United States",1 queen bed ·  · Shared bathroom,€ 74 ,Stay with Sue, · 5 years hosting,4.91,35
Room in Charming House w/ Outdoor Fun,"Room in Berkeley, California, United States",1 double bed ·  · Shared bathroom,€ 94 ,Stay with Daniel,3 months hosting,Not guest favourite,Not guest favourite
San Francisco with Amazing Views!,"Room in San Francisco, California, United States",2 queen beds ·  · Dedicated bathroom,€ 125 ,Hosted by Holly,10 years hosting,Not guest favourite,Not guest favourite
New & Modern Apt central location w garage parking,"Entire rental unit in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 278 ,Hosted by Kevin,8 months hosting,Not guest favourite,Not guest favourite
Spacious 2BR Bliss at Elan Menlo Park,"Entire condo in Menlo Park, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 263 ,Hosted by Elan Menlo,1 year hosting,Not guest favourite,Not guest favourite
Name not specified,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 201 ,Hosted by Stanford Court San Francisco,1 month hosting,Not guest favourite,Not guest favourite
"Million $ View Master Suite, larger than 800sf!","Room in Oakland, California, United States",1 king bed ·  · Shared bathroom,€ 194 ,Stay with Danna, · 8 years hosting,4.94,114
New & Modern Apt central location w garage parking,"Entire rental unit in Oakland, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 278 ,Hosted by Kevin,8 months hosting,Not guest favourite,Not guest favourite
Spacious for you,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 111 ,Hosted by Nanthana,6 years hosting,Not guest favourite,Not guest favourite
Private 2 Bedroom Suite,"Entire guest suite in San Francisco, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 134 ,Hosted by Tina C.,2 years hosting,Not guest favourite,Not guest favourite
Beach House near Downtown San Francisco,"Entire home in Pacifica, California, United States",10 guests ·  · 5 bedrooms ·  · 9 beds ·  · 4 baths,€ 448 ,Hosted by Elena, · 9 years hosting,4.89,103
California Room - West Oakland,"Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 51 ,Stay with Traci, · 13 years hosting,Not guest favourite,Not guest favourite
Tranquil 3 BD on the Coast with Views to Die For!,"Entire home in Montara, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 650 ,Hosted by Alicia,2 years hosting,Not guest favourite,Not guest favourite
"Spacious hillside ski chalet, view of SF and Bay","Entire guest suite in Berkeley, California, United States",4 guests ·  · Studio ·  · 4 beds ·  · 1 bath,€ 167 ,Hosted by Daniel And Irena,8 years hosting,Not guest favourite,Not guest favourite
"Queen Bed & Private Bath, Walk to BART & Downtown","Room in Castro Valley, California, United States",1 queen bed ·  · Dedicated bathroom,€ 88 ,Stay with Thuie,9 years hosting,Not guest favourite,Not guest favourite
Sunny and Green in Silicon Valley,"Room in San Carlos, California, United States",1 queen bed ·  · Shared bathroom,€ 96 ,Stay with Tim,13 years hosting,Not guest favourite,Not guest favourite
Studio across from Golden Gate Park & near Beach,"Entire rental unit in San Francisco, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 179 ,Hosted by Jessica,1 year hosting,Not guest favourite,Not guest favourite
Tree branch private room in architectural home,"Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 93 ,Hosted by Danna, · 8 years hosting,Not guest favourite,Not guest favourite
Chic 1 bdrm center of Oakland,"Entire rental unit in Oakland, California, United States",3 guests ·  · 2 bedrooms,€ 59 ,Hosted by Helen,8 months hosting,Not guest favourite,Not guest favourite
Lovely 2BR/1BA w/ 3Beds near CSU,"Entire home in Hayward, California, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 135 ,Hosted by Mario,1 year hosting,Not guest favourite,Not guest favourite
Stylish Studio Suite in San Francisco,"Entire serviced apartment in San Francisco, California, United States",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 128 ,Hosted by William, · 7 years hosting,Not guest favourite,Not guest favourite
Stay with Michael,"Room in Hayward, California, United States",0 bedrooms ·  · Shared bathroom,€ 46 ,Stay with Michael,4 months hosting,Not guest favourite,Not guest favourite
"Peaceful room, green with floral patterns, clean.","Room in Oakland, California, United States",1 queen bed ·  · Shared bathroom,€ 52 ,Hosted by Lucia, · 11 years hosting,5.0,8
