Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
"Stylish, European design, modern, luxury home.","Entire home in Glendale, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 270 ,Hosted by Eva, · 7 years hosting,4.88,199
Clean & Cozy w/ Private Entrance for 1-2 Guests,"Entire home in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 124 ,Hosted by Joseph, · 8 years hosting,4.97,145
Beautiful Spacious Home,"Entire home in Los Angeles, California, United States",6 guests ·  · 3 bedrooms ·  · 2 baths,€ 219 ,Hosted by Yonatan,3 months hosting,Not guest favourite,Not guest favourite
Luxury Boho beach pad,"Entire condo in Marina del Rey, California, United States",5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 315 ,Hosted by Grant, · 5 years hosting,4.96,74
Prime 2BR Escape: Minutes From LAX & SoFi Stadium!,"Entire home in Inglewood, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 166 ,Hosted by Vivian & Peter, · 2 years hosting,4.94,51
Los Angeles Lovely 1 bedroom,"Entire rental unit in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 167 ,Hosted by Alina, · 2 years hosting,Not guest favourite,Not guest favourite
99 Walk Score Condo with Patio!,"Entire rental unit in Los Angeles, California, United States",8 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 237 ,Hosted by StayHW Sam, · 5 years hosting,Not guest favourite,Not guest favourite
Bright 1BR | 1 BA Apartment in Alhambra,"Entire rental unit in Alhambra, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 98 ,Hosted by Michelle,7 years hosting,Not guest favourite,Not guest favourite
Walk to the Beach-2 bedrooms,"Entire home in Huntington Beach, California, United States",5 guests ·  · 2 bedrooms ·  · 1 bath,€ 168 ,Hosted by Karen, · 8 months hosting,Not guest favourite,Not guest favourite
"Resort-style 3BD +heated pool, walk to cafés/shops","Entire home in Los Angeles, California, United States",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 567 ,Hosted by Niloo, · 8 years hosting,4.98,66
"Resort-style 3BD +heated pool, walk to cafés/shops","Entire home in Los Angeles, California, United States",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 567 ,Hosted by Niloo, · 8 years hosting,4.98,66
Clean & Cozy w/ Private Entrance for 1-2 Guests,"Entire home in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 124 ,Hosted by Joseph, · 8 years hosting,4.97,145
Bright 1BR | 1 BA Apartment in Alhambra,"Entire rental unit in Alhambra, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 98 ,Hosted by Michelle,7 years hosting,Not guest favourite,Not guest favourite
Premier Room with bath,"Room in Pasadena, California, United States",1 bedroom ·  · Private attached bathroom,€ 90 ,Stay with Valerie, · 2 months hosting,5.0,8
Private 2-bedroom Hideaway house in Silicon Beach.,"Entire home in Hawthorne, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 158 ,Hosted by Rita, · 10 years hosting,Not guest favourite,Not guest favourite
Modern 2BR Condo| Steps to Ocean| Pets OK| E-bikes,"Entire condo in Huntington Beach, California, United States",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 245 ,Hosted by Janine,2 years hosting,Not guest favourite,Not guest favourite
Modern 1-bedroom loft - Downtown Los Angeles,"Entire loft in Los Angeles, California, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 158 ,Hosted by Yusef, · 2 years hosting,Not guest favourite,Not guest favourite
Hollywood- 2BR/2BA for 4 Guests With FREE Parking!,"Entire rental unit in Beverly Hills, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 196 ,Hosted by Joseph,2 years hosting,Not guest favourite,Not guest favourite
Hollywood 1 Bedroom VI,"Entire rental unit in West Hollywood, California, United States",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 128 ,Hosted by Sam, · 4 years hosting,Not guest favourite,Not guest favourite
"1BR With backyard, near airport,universal studio","Entire home in Los Angeles, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 121 ,Hosted by Eric, · 2 years hosting,4.93,15
Topanga View Private Cottage,"Entire guesthouse in Topanga, California, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 129 ,Hosted by ALICE And Eric, · 9 years hosting,4.84,102
"Disney, Knott's, 1/1, Pool, Hottub, Wi-fi, Parking","Entire rental unit in Stanton, California, United States",5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 135 ,Hosted by Maria, · 5 years hosting,Not guest favourite,Not guest favourite
Casita Rose: Historic Beauty in Idyllic Setting,"Entire guesthouse in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 231 ,Hosted by At-Homeness Vacation Rentals, · 10 years hosting,4.95,79
Waterfront Bright & Stylish-Resort Style Amenities,"Entire rental unit in Marina del Rey, California, United States",4 guests ·  · 2 bedrooms ·  · 2.5 baths,€ 397 ,Hosted by Peter, · 2 years hosting,Not guest favourite,Not guest favourite
Zen by the Sea,"Entire home in Los Angeles, California, United States",4 guests ·  · 2 bedrooms ·  · Half-bath,€ 229 ,Hosted by Steve,6 months hosting,5.0,5
Luxury 1BR Irvine/Diamond Jamboree EARLY CHECKin,"Entire rental unit in Santa Ana, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 174 ,Hosted by Anna, · 1 year hosting,5.0,21
Chic Luxury Condo near Hollywood,"Entire rental unit in Glendale, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 174 ,Hosted by Franklin, · 3 years hosting,5.0,21
Soothing Zen Haven In the Hollywood Hills,"Entire guest suite in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 241 ,Hosted by Hank, · 13 years hosting,4.92,39
Sherman Oaks Santa Monica Mountain Oasis,"Entire villa in Los Angeles, California, United States",5 guests ·  · 3 bedrooms ·  · 4 beds ·  · 3.5 baths,€ 325 ,Hosted by Jean,2 years hosting,4.94,36
Luxury 1BR Irvine/Diamond Jamboree EARLY CHECKin,"Entire rental unit in Santa Ana, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 174 ,Hosted by Anna, · 1 year hosting,5.0,21
Topanga View Private Cottage,"Entire guesthouse in Topanga, California, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 129 ,Hosted by ALICE And Eric, · 9 years hosting,4.84,102
Chic Luxury Condo near Hollywood,"Entire rental unit in Glendale, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 174 ,Hosted by Franklin, · 3 years hosting,5.0,21
Casita Rose: Historic Beauty in Idyllic Setting,"Entire guesthouse in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 231 ,Hosted by At-Homeness Vacation Rentals, · 10 years hosting,4.95,79
Zen by the Sea,"Entire home in Los Angeles, California, United States",4 guests ·  · 2 bedrooms ·  · Half-bath,€ 229 ,Hosted by Steve,6 months hosting,5.0,5
Serenity - Private home in the center of LA.,"Entire home in Los Angeles, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 307 ,Hosted by Dave, · 6 years hosting,Not guest favourite,Not guest favourite
Soothing Zen Haven In the Hollywood Hills,"Entire guest suite in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 241 ,Hosted by Hank, · 13 years hosting,4.92,39
2 Bedroom Apt on PCH across from Beach,"Entire condo in Huntington Beach, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 210 ,Hosted by Tower 17 Properties & Management, · 9 years hosting,Not guest favourite,Not guest favourite
Modern Vintage near Disneyland - A Perfect Choice!,"Entire home in Fullerton, California, United States",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 165 ,Hosted by Shannon & Ken, · 7 years hosting,4.94,207
Heart of Hollywood Condo,"Entire rental unit in Los Angeles, California, United States",8 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 254 ,Hosted by StayHW Sam, · 5 years hosting,Not guest favourite,Not guest favourite
Relax and Renew - Getaway Rancho Cottage With Private Pool,"Entire guest suite in Burbank, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 337 ,Hosted by Chantal, · 9 years hosting,5.0,157
Vibrant & Refreshing ~ 12 min to Downtown LA,"Entire home in Alhambra, California, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 141 ,Hosted by Csquare, · 2 years hosting,Not guest favourite,Not guest favourite
RB New Modern 1 bed/1bath w/office,"Entire rental unit in Redondo Beach, California, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 272 ,Hosted by Ann, · 3 years hosting,4.96,28
"1 Near Biola Univ, Disney, K-town&Golf/ 1F SouthR","Room in La Mirada, California, United States",2 single beds ·  · Shared bathroom,€ 54 ,Hosted by Alex, · 1 year hosting,4.91,11
8 miles to DTLA. Private Bedroom&Bath. Private Den,"Room in Monterey Park, California, United States",1 queen bed ·  · Dedicated bathroom,€ 51 ,Stay with Scarlet, · 8 years hosting,5.0,40
"Hollywood Hills Sky Home, Awesome Views","Entire guest suite in Los Angeles, California, United States",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 315 ,Hosted by Nora, · 10 years hosting,4.89,204
Walk 2 the Wave Stylish Modern Home in Long Beach,"Entire home in Long Beach, California, United States",8 guests ·  · 3 bedrooms ·  · 2.5 baths,€ 230 ,Hosted by Ella, · 9 years hosting,Not guest favourite,Not guest favourite
Private Architectural Loft in Walk Streets of Venice,"Entire guesthouse in Venice, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 304 ,Hosted by David, · 10 years hosting,4.91,338
8 miles to DTLA. Private Bedroom&Bath. Private Den,"Room in Monterey Park, California, United States",1 queen bed ·  · Dedicated bathroom,€ 51 ,Stay with Scarlet, · 8 years hosting,5.0,40
Cabin in the Tree Tops,"Entire cabin in Los Angeles, California, United States",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 359 ,Hosted by Arrive And Thrive, · 5 years hosting,4.92,24
Luxurious 1 bedroom with den and a amazing view,"Entire rental unit in View Park-Windsor Hills, California, United States",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 163 ,Hosted by Tamara,2 years hosting,Not guest favourite,Not guest favourite
Cozy Convenient Home in West Covina,"Entire home in West Covina, California, United States",6 guests ·  · 3 bedrooms ·  · 2.5 baths,€ 125 ,Hosted by June, · 11 months hosting,5.0,12
RB New 2Bed/1Bath+ spacious deck .5 from Ocean,"Entire home in Redondo Beach, California, United States",4 guests ·  · 2 bedrooms ·  · 1 bath,€ 347 ,Hosted by Ann, · 3 years hosting,4.84,31
Sunset House,"Entire home in Norwalk, California, United States",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 150 ,Hosted by Stephanie,2 years hosting,4.94,18
Sunset Studio with backyard | Private Entry & Bath,"Room in West Covina, California, United States",1 king bed ·  · Dedicated bathroom,€ 59 ,Hosted by Jason, · 7 years hosting,4.93,29
New modern classic 1 bd in SM,"Entire rental unit in Santa Monica, California, United States",3 guests ·  · 1 bedroom ·  · 1 bath,€ 225 ,Hosted by Roman, · 9 years hosting,Not guest favourite,Not guest favourite
"Private Bathroom,  Self check in & out","Entire home in Monrovia, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 47 ,Hosted by Laura,4 years hosting,Not guest favourite,Not guest favourite
Lovely Townhouse-Near S. Coast Plaza-Large Patio!,"Entire townhouse in Santa Ana, California, United States",6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 131 ,Hosted by Kevin, · 9 years hosting,Not guest favourite,Not guest favourite
"BUILT 2024 Glendale 2BR HOUSE, Garage & Patio p77","Entire home in Glendale, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 193 ,Hosted by Zanoza,4 years hosting,Not guest favourite,Not guest favourite
"2 Near Biola Univ, Disney, K-town&Golf/ 1f NorthR","Room in La Mirada, California, United States",2 beds ·  · Shared bathroom,€ 50 ,Hosted by Alex, · 1 year hosting,4.86,7
Cozy private room & breakfast in prime location,"Room in Glendale, California, United States",1 double bed ·  · Dedicated bathroom,€ 76 ,Stay with Lena, · 6 years hosting,4.94,334
Lively Loft | Projector | Nightlife | AC | Gym,"Entire loft in Santa Ana, California, United States",3 guests ·  · 1 bedroom ·  · 1 bath,€ 103 ,Hosted by Dtsa,4 months hosting,4.90,10
Crest Estate | The Perfect Beverly Hills Experienc,"Entire home in Beverly Hills, California, United States",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 4.5 baths,"€ 1,780 ",Hosted by Stay Awhile, · 8 years hosting,4.97,58
Los Angeles Suite w/ Living Room,"Entire rental unit in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 115 ,Hosted by Dan And Jamie,1 year hosting,Not guest favourite,Not guest favourite
Cozy duplex,"Entire rental unit in East Los Angeles, California, United States",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 98 ,Hosted by Yolie, · 5 years hosting,4.85,27
"2 Near Biola Univ, Disney, K-town&Golf/ 1f NorthR","Room in La Mirada, California, United States",2 beds ·  · Shared bathroom,€ 50 ,Hosted by Alex, · 1 year hosting,4.86,7
Views tinyhouse  expansive deck,"Entire rental unit in Los Angeles, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 129 ,Hosted by Rez,3 years hosting,Not guest favourite,Not guest favourite
Modern. Clean. 3B/3B. 2.5 mi to Beach. No Taxes!,"Entire home in Costa Mesa, California, United States",12 guests ·  · 3 bedrooms ·  · 4 beds ·  · 3 baths,€ 223 ,Hosted by Jen, · 6 years hosting,4.98,292
Cozy duplex,"Entire rental unit in East Los Angeles, California, United States",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 98 ,Hosted by Yolie, · 5 years hosting,4.85,27
Full House with Pool ＆ Basketball Court in LA,"Entire home in Azusa, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 1 bath,€ 255 ,Hosted by Fiona, · 4 years hosting,4.93,99
"1BR WITH POOL, Jacuzzi, FREE parking & Gym - A","Entire rental unit in Los Angeles, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 205 ,Hosted by Dtla,4 years hosting,Not guest favourite,Not guest favourite
"Private Bathroom,  Self check in & out","Entire home in Monrovia, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 47 ,Hosted by Laura,4 years hosting,Not guest favourite,Not guest favourite
MarinaDelRey 1BR Modern Condo BeachView Spacious,"Entire rental unit in Marina del Rey, California, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 181 ,Hosted by Gabriel, · 4 years hosting,Not guest favourite,Not guest favourite
8 miles to DTLA. Private Bedroom&Bath. Private Den,"Room in Monterey Park, California, United States",1 queen bed ·  · Dedicated bathroom,€ 51 ,Stay with Scarlet, · 8 years hosting,5.0,40
Santa Monica - Garden Setting - Relax & Enjoy!,"Entire home in Santa Monica, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 358 ,Hosted by Heidi, · 8 years hosting,4.94,99
BackpackersApt/1B1B/Central/Coffee/WI-FI/Freepark,"Entire rental unit in Covina, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 78 ,Hosted by Lisa, · 2 years hosting,Not guest favourite,Not guest favourite
"New Entire studio W/parking, Family & Pet friendly","Entire rental unit in Baldwin Park, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 78 ,Hosted by Esther, · 3 years hosting,Not guest favourite,Not guest favourite
Bright Delight - Private Entire Guest House,"Entire guesthouse in Los Angeles County, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 108 ,Hosted by Bobby, · 10 months hosting,4.94,32
Nestled within Hollywood Hills in Studio City,"Entire home in Los Angeles, California, United States",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 348 ,Hosted by Laura, · 3 years hosting,4.93,57
"⁂PetsOk⁂Patio⁂W/D⁂65""4kTv⁂AC⁂King Bedroom⁂","Entire rental unit in Santa Ana, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 105 ,Hosted by Rafa,6 years hosting,Not guest favourite,Not guest favourite
Turnkey 1 Bedroom in the heart of Rancho Burbank!,"Entire rental unit in Burbank, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 143 ,Hosted by Kevin, · 5 years hosting,Not guest favourite,Not guest favourite
Spacious Home | Mins to Disney & Irvine | Gym+Pool,"Entire rental unit in Santa Ana, California, United States",8 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 130 ,Hosted by Kevin, · 9 years hosting,Not guest favourite,Not guest favourite
Entire Back-House Mini Resort Newly Remodeled,"Entire guesthouse in Arcadia, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 136 ,Hosted by Art, · 2 years hosting,Not guest favourite,Not guest favourite
Beverly Hills Canyon Villa,"Entire home in Beverly Hills, California, United States",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 4.5 baths,€ 762 ,Hosted by Stay Awhile, · 8 years hosting,Not guest favourite,Not guest favourite
"Private Bathroom,  Self check in & out","Entire home in Monrovia, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 47 ,Hosted by Laura,4 years hosting,Not guest favourite,Not guest favourite
Studio City Luxury 2BR with Parking,"Entire rental unit in Los Angeles, California, United States",6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 251 ,Hosted by Amanda,3 years hosting,Not guest favourite,Not guest favourite
Perfect Private Hideaway Cottage by Silver Lake!,"Entire rental unit in Glendale, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 146 ,Hosted by Skayana,11 months hosting,Not guest favourite,Not guest favourite
Turnkey 1 Bedroom in the heart of Rancho Burbank!,"Entire rental unit in Burbank, California, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 143 ,Hosted by Kevin, · 5 years hosting,Not guest favourite,Not guest favourite
8 miles to DTLA. Private Bedroom&Bath. Private Den,"Room in Monterey Park, California, United States",1 queen bed ·  · Dedicated bathroom,€ 51 ,Stay with Scarlet, · 8 years hosting,5.0,40
Sunset Strip Private Paradise in Hollywood Hills,"Luxury stay in Los Angeles, California, United States",Utilities not specified,"€ 1,168 ",Host name not specified, · 8 years hosting,Not guest favourite,Not guest favourite
"Private Guest House Studio. Bright, modern, POOL!","Entire guesthouse in Burbank, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 190 ,Hosted by Sandy,5 years hosting,4.97,105
PRIME Hollywood Oasis - Entire 3 Bed Home,"Entire home in Los Angeles, California, United States",7 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 307 ,Hosted by Tal, · 3 years hosting,4.91,87
Stylish Hollywood condo sunset area,"Entire rental unit in Glendale, California, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 189 ,Hosted by Beautiful,9 years hosting,5.0,8
Chic and charming guest house,"Entire guesthouse in Topanga, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 201 ,Hosted by Topanga Ranch Retreat, · 3 years hosting,4.94,16
Hidden Gem Beverly Hills | Mountain View | Hot Tub,"Entire home in Beverly Hills, California, United States",5 guests ·  · 2 bedrooms ·  · 2 baths,€ 575 ,Hosted by Sarah, · 9 months hosting,5.0,9
Cozy Duplex 2.4 miles from LGB airport,"Entire guesthouse in Long Beach, California, United States",6 guests ·  · 2 bedrooms ·  · 2 baths,€ 146 ,Hosted by Jose,2 months hosting,Not guest favourite,Not guest favourite
Topanga Nest in the Canyon,"Entire rental unit in Topanga, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 162 ,Hosted by Julie, · 2 years hosting,4.97,32
Gorgeous home in the heart of Los Angeles,"Entire home in Los Angeles, California, United States",5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 270 ,Hosted by Robert, · 8 years hosting,5.0,11
Modern Home W/Charming King Suite | 6Mi to Disney!,"Entire rental unit in Santa Ana, California, United States",5 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 114 ,Hosted by Kevin, · 9 years hosting,Not guest favourite,Not guest favourite
Cozy private room & breakfast in prime location,"Room in Glendale, California, United States",1 double bed ·  · Dedicated bathroom,€ 76 ,Stay with Lena, · 6 years hosting,4.94,334
Modern 3 BR Home with Entertaining Kitchen & Patio,"Entire home in Whittier, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 228 ,Hosted by Tiffany,2 years hosting,4.94,18
Modern 3 BR Home with Entertaining Kitchen & Patio,"Entire home in Whittier, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 228 ,Hosted by Tiffany,2 years hosting,4.94,18
@ Marbella Lane - Captivating Home w/Pool,"Entire home in Rowland Heights, California, United States",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 3 baths,€ 286 ,Hosted by Wendy,7 years hosting,Not guest favourite,Not guest favourite
❤️ Serene 4/3 Venice Canals Getaway w/ FASTEST Wifi,"Entire home in Los Angeles, California, United States",7 guests ·  · 3 bedrooms ·  · 4 beds ·  · 3 baths,€ 585 ,Hosted by Trevor,11 years hosting,4.91,82
Cahuenga Park by AvantStay | Hollywood Hills Home,"Entire home in Los Angeles, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 3 baths,€ 267 ,Hosted by AvantStay, · 2 years hosting,Not guest favourite,Not guest favourite
Upscale Home in Central Irvine-Pool+Gym+BBQ,"Entire rental unit in Irvine, California, United States",8 guests ·  · 2 bedrooms ·  · 6 beds ·  · 2 baths,€ 168 ,Hosted by Kevin, · 9 years hosting,Not guest favourite,Not guest favourite
Marina Del Rey's Best Kept Secret,"Entire home in Los Angeles, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 3 baths,€ 370 ,Hosted by Ari, · 7 years hosting,Not guest favourite,Not guest favourite
Cozy 1BD1BA Apt Pool Gym & 2 Free Parking,"Entire rental unit in Marina del Rey, California, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 202 ,Hosted by Cozy Homes,3 years hosting,Not guest favourite,Not guest favourite
Jie’s choice 3b single house with large backyard²,"Entire home in Arcadia, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 176 ,Hosted by Chaoqi,1 year hosting,Not guest favourite,Not guest favourite
Cheerful Cozy 1 bed/1 bath private entrance unit C,"Entire guesthouse in Baldwin Park, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 83 ,Hosted by Sophy, · 2 years hosting,4.90,29
Topanga Nest in the Canyon,"Entire rental unit in Topanga, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 162 ,Hosted by Julie, · 2 years hosting,4.97,32
2-Story Cozy Home Private Unit B,"Entire townhouse in El Monte, California, United States",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 116 ,Hosted by Nan, · 2 years hosting,4.93,28
California Midcentury Modern Vibe,"Entire home in Glendale, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 221 ,Hosted by Alina, · 1 year hosting,Not guest favourite,Not guest favourite
-Waterfront Marina Views Resort Style Amenities,"Entire condo in Marina del Rey, California, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2.5 baths,€ 402 ,Hosted by Peter, · 2 years hosting,Not guest favourite,Not guest favourite
8 miles to DTLA. Private Bedroom&Bath. Private Den,"Room in Monterey Park, California, United States",1 queen bed ·  · Dedicated bathroom,€ 51 ,Stay with Scarlet, · 8 years hosting,5.0,40
Walk Of Fame Luxury Oasis,"Entire rental unit in West Hollywood, California, United States",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 279 ,Hosted by Ham Rentals, · 2 years hosting,Not guest favourite,Not guest favourite
Cozy Vibes-Condo in Central OC W/ Free Parking-W/D,"Entire rental unit in Santa Ana, California, United States",5 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 123 ,Hosted by Kevin, · 9 years hosting,Not guest favourite,Not guest favourite
Charming Vintage Style Home,"Entire home in La Puente, California, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 148 ,Hosted by Raymond,5 years hosting,Not guest favourite,Not guest favourite
"Big & Comfortable Private Getaway, Near Disneyland","Entire rental unit in Garden Grove, California, United States",8 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 132 ,Hosted by Kaveeka,9 years hosting,Not guest favourite,Not guest favourite
Topanga Nest in the Canyon,"Entire rental unit in Topanga, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 162 ,Hosted by Julie, · 2 years hosting,4.97,32
2-Story Cozy Home Private Unit B,"Entire townhouse in El Monte, California, United States",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 116 ,Hosted by Nan, · 2 years hosting,4.93,28
"Poolside Bliss: 1BD with Gym, 2 Free Parking","Entire rental unit in Marina del Rey, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 188 ,Hosted by Cozy Homes,3 years hosting,4.92,13
Jie’s Choice - Ultimate peace 3b3b prime Arcadia,"Entire home in Arcadia, California, United States",6 guests ·  · 3 bedrooms ·  · 3 baths,€ 220 ,Hosted by Jie, · 3 years hosting,Not guest favourite,Not guest favourite
"Private Bathroom,  Self check in & out","Entire home in Monrovia, California, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 47 ,Hosted by Laura,4 years hosting,Not guest favourite,Not guest favourite
New renovated nice neighborhood  free parking,"Entire home in San Gabriel,, California, United States",10 guests ·  · 4 bedrooms ·  · 4 beds ·  · 2 baths,€ 186 ,Hosted by Austin, · 7 years hosting,Not guest favourite,Not guest favourite
Mid-Century House in LA (C),"Entire home in San Gabriel, California, United States",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 98 ,Hosted by Mandy, · 7 years hosting,Not guest favourite,Not guest favourite
Cozy Apartment | 2 min DTSA | 92 Wlkscr | A/C,"Entire rental unit in Santa Ana, California, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 123 ,Hosted by Ruben, · 3 years hosting,Not guest favourite,Not guest favourite
New Gated Townhouse 3 BRs/3.5 Baths Free Parking,"Entire townhouse in Pico Rivera, California, United States",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 3.5 baths,€ 177 ,Hosted by Julia, · 1 year hosting,5.0,9
Beautiful master bedroom in Melrose and Hollywood,"Room in Los Angeles, California, United States",1 bed ·  · Shared bathroom,€ 57 ,Hosted by Oleksandr,2 years hosting,Not guest favourite,Not guest favourite
