Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Sacred Family Room,"Room in Barcelona, Spain",1 bed ·  · Shared bathroom,€ 126 ,Stay with Luis,6 years hosting,Not guest favourite,Not guest favourite
VILLA NEAR THE BEACH,"Entire home in Alella, Spain",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2.5 baths,€ 450 ,Hosted by Begoña,6 years hosting,4.92,13
Stylish rooms and shared guest terrace,"Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 388 ,Hosted by Vincci Gala,6 years hosting,Not guest favourite,Not guest favourite
Basse Home,"Entire rental unit in Montcada i Reixac, Spain",9 guests ·  · 4 bedrooms ·  · 2.5 baths,€ 186 ,Hosted by 宝来,5 years hosting,Not guest favourite,Not guest favourite
"ROOM NUMBER 1, NEAR CAMP NOU","Room in L'Hospitalet de Llobregat, Spain",1 bed ·  · Shared bathroom,€ 80 ,Hosted by Juan Carlos,6 years hosting,Not guest favourite,Not guest favourite
Cuatro Torres,"Luxury stay in Alella, Catalunya, Spain",Utilities not specified,"€ 1,786 ",Host name not specified,6 years hosting,Not guest favourite,Not guest favourite
Twin room with sofa bed,"Room in hotel in Barcelona, Spain",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 299 ,Hosted by SmartRoom,6 years hosting,Not guest favourite,Not guest favourite
Mountain house room 2 people,"Room in Vilassar de Dalt, Spain",1 bunk bed ·  · Shared bathroom,€ 62 ,Stay with Paula Alicia,3 years hosting,Not guest favourite,Not guest favourite
Vista Alegre Esquina,"Entire home in Vallromanes, Spain",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 213 ,Hosted by My Grupdor SL,9 months hosting,Not guest favourite,Not guest favourite
Axel Premium Superior - 2 Pax,"Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 280 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
Amazing 4 bedroom vila with pool,"Entire villa in Alella Parc, Spain",10 guests ·  · 4 bedrooms ·  · 3.5 baths,€ 931 ,Hosted by Pat,2 years hosting,Not guest favourite,Not guest favourite
Vista Alegre Esquina,"Entire home in Vallromanes, Spain",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 213 ,Hosted by My Grupdor SL,9 months hosting,Not guest favourite,Not guest favourite
sf42 Nice 2 bedroom apartment Sagrada Familia,"Entire rental unit in Barcelona, Spain",5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 310 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Mountain house room 2 people,"Room in Vilassar de Dalt, Spain",1 bunk bed ·  · Shared bathroom,€ 62 ,Stay with Paula Alicia,3 years hosting,Not guest favourite,Not guest favourite
11mall800- Big & Bright 2br Apartment,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
pr2mall821- Magnific 2BR Flat,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Stylish rooms and shared guest terrace,"Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 388 ,Hosted by Vincci Gala, · 2 months hosting,Not guest favourite,Not guest favourite
BJ2FH- Espectacular 1BR FLat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Axel Premium with Breakfasts - 2 Pax,"Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 285 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
"fnt3 Duplex apartment, old factory building 5 bed","Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 302 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
pdo5 Nice in Barcelona Acomodis experience Gothic!,"Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 388 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
"fdl4 Stay in Barcelona! El Born, old town, center!","Entire rental unit in Barcelona, Spain",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 1 bath,€ 368 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Villa Diego Playa,"Room in Badalona, Spain",1 double bed ·  · Dedicated bathroom,€ 128 ,Stay with Diego,2 months hosting,Not guest favourite,Not guest favourite
Cute House,"Room in Badalona, Spain",1 queen bed ·  · Shared bathroom,€ 154 ,Stay with Marc,8 years hosting,Not guest favourite,Not guest favourite
Diagonal Mar triple,"Entire rental unit in Barcelona, Spain",3 guests ·  · 2 bedrooms ·  · Half-bath,€ 315 ,Hosted by Adolfa,4 months hosting,Not guest favourite,Not guest favourite
Prime location by the beach,"Room in Barcelona, Spain",1 bed ·  · Dedicated bathroom,€ 180 ,Stay with Simocry,5 years hosting,Not guest favourite,Not guest favourite
ROOM IN RUSTIC HOUSE NEAR BARCELONA,"Room in Ullastrell, Spain",1 double bed ·  · Shared bathroom,€ 30 ,Stay with Mar,4 years hosting,Not guest favourite,Not guest favourite
Open apartment with patio,"Entire condo in Matadepera, Spain",4 guests ·  · 1 bedroom ·  · 4 beds ·  · 1.5 baths,€ 108 ,Hosted by Tessa,9 years hosting,Not guest favourite,Not guest favourite
120-meter apartment apartment with swimming pool and parking.,"Room in Sant Boi de Llobregat, Spain",3 bedrooms ·  · 3 double beds ·  · Dedicated bathroom,€ 143 ,Hosted by Jose,7 years hosting,Not guest favourite,Not guest favourite
Chalet de Carmen,"Entire chalet in Castelldefels, Spain",6 guests ·  · 4 bedrooms ·  · 6 beds ·  · 2.5 baths,€ 405 ,Hosted by Maria Carmen,5 months hosting,Not guest favourite,Not guest favourite
120-meter apartment apartment with swimming pool and parking.,"Room in Sant Boi de Llobregat, Spain",3 bedrooms ·  · 3 double beds ·  · Dedicated bathroom,€ 143 ,Hosted by Jose,7 years hosting,Not guest favourite,Not guest favourite
ROOM IN RUSTIC HOUSE NEAR BARCELONA,"Room in Ullastrell, Spain",1 double bed ·  · Shared bathroom,€ 30 ,Stay with Mar,4 years hosting,Not guest favourite,Not guest favourite
pdo2 Nice stay Barcelona Gothic quarter old town!,"Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 325 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Large charming space in a modernist house,"Room in Sant Cugat del Vallès, Spain",5 bedrooms ·  · 1 single bed ·  · Shared bathroom,€ 114 ,Hosted by Ana,9 years hosting,Not guest favourite,Not guest favourite
Doble al mar con acceso al SPA,"Room in hotel in Badalona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 286 ,Hosted by Hotel Marina, · 1 year hosting,Not guest favourite,Not guest favourite
Entlo3mall818,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
32mall809- Bright & Big 2br apartment in the cente,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
33mall810- Big 2br apartment near Sagrada Familia,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Entlo1FH- Magnific 1BR Flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Villa Seaview Can Texido,"Entire villa in Alella, Spain",10 guests ·  · 5 bedrooms ·  · 11 beds ·  · 3.5 baths,Price not specified,Hosted by Delong,6 years hosting,Not guest favourite,Not guest favourite
Room Privilege SPA ACCESS,"Room in hotel in Badalona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 331 ,Hosted by Hotel Marina, · 1 year hosting,Not guest favourite,Not guest favourite
House with garden and pool near Barcelona,"Entire home in El Masnou, Spain",7 guests ·  · 4 bedrooms ·  · 3 baths,€ 406 ,Hosted by Josep Manel,2 years hosting,Not guest favourite,Not guest favourite
<centric double room> 5 mins metro 10 mins Ramblas,"Private room in condo in Barcelona, Spain",2 guests ·  · Studio ·  · 1 bed ·  · 1 shared bath,€ 108 ,Hosted by Simocry,5 years hosting,Not guest favourite,Not guest favourite
"Steps from the Gothic Qtr, Cathedral & Port Vell","Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 279 ,Hosted by Ramblas Hotel Powered By Vincc,5 years hosting,Not guest favourite,Not guest favourite
Axel Premium Superior with Breakfasts - 1 Pax,"Room in hotel in Barcelona, Spain",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 295 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
Appart4you bella vista,"Room in Castelldefels, Spain",3 bedrooms ·  · 5 beds ·  · Dedicated bathroom,€ 250 ,Stay with Kirenia,2 years hosting,Not guest favourite,Not guest favourite
villh3b1 Great 6 bedr groupflat next city center,"Entire rental unit in Barcelona, Spain",10 guests ·  · 6 bedrooms ·  · 8 beds ·  · 2 baths,"€ 1,005 ",Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
41par- Spacious and bright,"Entire rental unit in Barcelona, Spain",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,350 ",Hosted by Loca Bcn, · 11 years hosting,Not guest favourite,Not guest favourite
"Lovely, comfortable,central.Parking","Entire loft in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 291 ,Hosted by Joana,11 years hosting,Not guest favourite,Not guest favourite
"Boudoir BDSM Dungeon & Prison 150sqm, Sex Swinger","Entire rental unit in L'Hospitalet de Llobregat, Spain",2 guests ·  · 1 bedroom ·  · 1 bath,€ 315 ,Hosted by Lucian Ioan,9 months hosting,Not guest favourite,Not guest favourite
ob22 Great 2 bedroom apartment close Las Ramblas,"Entire rental unit in Barcelona, Spain",5 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 310 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Casa Aviva,"Room in Barcelona, Spain",1 bed ·  · Shared bathroom,Price not specified,Stay with Irene,2 months hosting,Not guest favourite,Not guest favourite
pdo7 Acomodis apartments right in the Gothic area!,"Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 386 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Casa Nova Estate,"Luxury stay in Parc Natural del Garraf, Sitges, Barcelona, Spain",Utilities not specified,"€ 4,427 ",Host name not specified,12 years hosting,Not guest favourite,Not guest favourite
Fira by Gaiarooms - Studio Double,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 371 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
Montserrat by Gaiarooms - 1 Bedroom Apartment,"Entire rental unit in Barcelona, Spain",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 379 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
33mall810- Big 2br apartment near Sagrada Familia,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
42mall813,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
41mall812-Nice 2br flat in the city center,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Entlo2FH- Beautiful 1BR flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Axel City Doble with Breakfasts - 2 Pax,"Room in bed and breakfast in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 270 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
"© 30min⇨Barcelona, groups&families, AC beach house","Entire home in Premià de Mar, Spain",14 guests ·  · 5 bedrooms ·  · 10 beds ·  · 3.5 baths,€ 467 ,Hosted by Xavier,7 years hosting,4.84,32
ob21 Great 2 bedroom apartment close Las Ramblas,"Entire rental unit in Barcelona, Spain",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 297 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
I'm so an apartment,"Entire rental unit in Premià de Mar, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 175 ,Hosted by Houssain,2 years hosting,Not guest favourite,Not guest favourite
Montserrat Apartments by Gaiarooms - Estudio,"Entire rental unit in Barcelona, Spain",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 343 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
"© 30min⇨Barcelona, groups&families, AC beach house","Entire home in Premià de Mar, Spain",14 guests ·  · 5 bedrooms ·  · 10 beds ·  · 3.5 baths,€ 467 ,Hosted by Xavier,7 years hosting,4.84,32
Axel City Doble with Breakfasts - 2 Pax,"Room in bed and breakfast in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 270 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
ob21 Great 2 bedroom apartment close Las Ramblas,"Entire rental unit in Barcelona, Spain",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 297 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
I'm so an apartment,"Entire rental unit in Premià de Mar, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 175 ,Hosted by Houssain,2 years hosting,Not guest favourite,Not guest favourite
33par- Stunning new apartment,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,500 ",Hosted by Loca Bcn, · 11 years hosting,Not guest favourite,Not guest favourite
Montserrat Apartments by Gaiarooms - Estudio,"Entire rental unit in Barcelona, Spain",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 343 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
Quiet interior room with hotel amenities,"Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 274 ,Hosted by Vincci Mae,4 months hosting,Not guest favourite,Not guest favourite
Can cruspinera,"Entire villa in Tiana, Spain",10 guests ·  · 6 bedrooms ·  · 6 beds ·  · 5 baths,€ 800 ,Hosted by Zhi,2 years hosting,Not guest favourite,Not guest favourite
fnt8 Nice stay in Barcelona Poble Sec old town!,"Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1.5 baths,€ 299 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Quadruple Room with private bathroom,"Private room in hostel in Barcelona, Spain",4 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 private bath,€ 295 ,Hosted by Free Hostels,10 years hosting,Not guest favourite,Not guest favourite
2 bedrooms in cheerful house with fireplace,"Room in Torrelles de Llobregat, Spain",2 bedrooms ·  · 2 double beds ·  · Shared bathroom,€ 165 ,Stay with Martin,1 year hosting,Not guest favourite,Not guest favourite
Apartamento toko,"Entire rental unit in Barcelona, Spain",3 guests ·  · 2 bedrooms ·  · 2 baths,€ 250 ,Hosted by Diana,1 month hosting,Not guest favourite,Not guest favourite
pr3mall822- Super Bright 2BR near Sagrada Familia,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
pr4mall823,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
31fh - Beautiful 1BR flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
43Apar- Newly refurbished in BCN,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,"€ 1,500 ",Hosted by Loca Bcn, · 11 years hosting,Not guest favourite,Not guest favourite
32fh - Beautiful 1BR flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Axel Premium - 1 Pax,"Room in boutique hotel in Barcelona, Spain",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 255 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
22fh - Beautiful 1BR flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
"Historic ‘hood, free WiFi & seasonal cafe","Room in hotel in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 324 ,Hosted by Ramblas Hotel Powered By Vincc, · 2 months hosting,Not guest favourite,Not guest favourite
Spot-on location for Gaudi sights & Plaza Cataluña,"Room in hotel in Barcelona, Spain",3 guests ·  · 1 bedroom ·  · 1 private bath,€ 519 ,Hosted by Ocean Drive Barcelona,2 months hosting,Not guest favourite,Not guest favourite
Room in center R1,"Room in Barcelona, Spain",1 bed ·  · Shared bathroom,€ 300 ,Stay with Pedro,2 years hosting,Not guest favourite,Not guest favourite
-  WIND - Comfortable sailboat in Barcelona,"Boat in Barcelona, Spain",5 guests ·  · 3 bedrooms ·  · 4 beds ·  · Half-bath,€ 199 ,Hosted by Joan,4 years hosting,Not guest favourite,Not guest favourite
"ar11 Great 3 bedroom ""Acomodis"" apartment El Born!","Entire rental unit in Barcelona, Spain",5 guests ·  · 3 bedrooms ·  · 4 beds ·  · 1 bath,€ 326 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
ar12 Great 3 bedroom Acomodis apartment El Born!,"Entire rental unit in Barcelona, Spain",4 guests ·  · 3 bedrooms ·  · 4 beds ·  · 1 bath,€ 306 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Liceu by Gaiarooms - Apartamento Estudio,"Entire rental unit in Barcelona, Spain",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 379 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
perfectly equipped duplex,"Room in Sabadell, Spain",2 bedrooms ·  · 4 beds ·  · Shared bathroom,Price not specified,Stay with Camilo,3 months hosting,Not guest favourite,Not guest favourite
Twin room with sofa bed,"Room in hotel in Barcelona, Spain",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 303 ,Hosted by SmartRoom,6 years hosting,Not guest favourite,Not guest favourite
"Private home mountain home, pets yes","Entire condo in Matadepera, Spain",4 guests ·  · Studio ·  · 4 beds ·  · 1 bath,€ 128 ,Hosted by Tessa,9 years hosting,Not guest favourite,Not guest favourite
Amazing luxury Villa | Bbq | Jacuzzi & Pool,"Entire home in Cabrils, Spain",10 guests ·  · 5 bedrooms ·  · 5 beds ·  · 3 baths,"€ 1,668 ",Hosted by Adrian, · 1 year hosting,Not guest favourite,Not guest favourite
"fnt2 Exclusive apartment, nice location old town!","Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 303 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
"fdl5 In Barcelona! right in El Born, old town!","Entire rental unit in Barcelona, Spain",6 guests ·  · 3 bedrooms ·  · 5 beds ·  · 1 bath,€ 367 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Luxury Housing in Barcelona with Private Club,"Entire home in Barcelona, Spain",14 guests ·  · 4 bedrooms ·  · 4 beds ·  · 3.5 baths,"€ 1,020 ",Hosted by Santa Marta,7 years hosting,Not guest favourite,Not guest favourite
Axel Premium with Breakfasts - 1 Pax,"Room in hotel in Barcelona, Spain",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 270 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
Axel Premium Superior - 1 Pax,"Room in boutique hotel in Barcelona, Spain",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 280 ,Hosted by Two Hotel Barcelona - Adults Only,6 years hosting,Not guest favourite,Not guest favourite
BJ1FH- Fantastic 1 BR Flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Casa Castelldefels Playa y  Piscina HUTB-014348,"Entire home in Castelldefels, Spain",10 guests ·  · 5 bedrooms ·  · 6 beds ·  · 3 baths,€ 464 ,Hosted by Sergio,9 years hosting,Not guest favourite,Not guest favourite
Fira by Gaiarooms - 2 bedroom apartment,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 423 ,Hosted by Cerberu,3 months hosting,Not guest favourite,Not guest favourite
"Farmhouse near Barcelona, 1 bedroom, swimming pool","Room in Corbera de Llobregat, Spain",3 beds ·  · Dedicated bathroom,€ 195 ,Hosted by Antonio Y Maria Rosa,3 years hosting,Not guest favourite,Not guest favourite
ar14 El Born Happy Guests-Tapas St 2 bedroom flat!,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 336 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
B-2 Connection Airport & Center!,"Entire rental unit in L'Hospitalet de Llobregat, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 306 ,Hosted by Rey,7 years hosting,Not guest favourite,Not guest favourite
Superior room with breakfast,"Private room in bed and breakfast in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,Price not specified,Hosted by Cristina,2 months hosting,Not guest favourite,Not guest favourite
Campervan for 3 BCN3,"Camper/RV in Barcelona, Spain",2 guests ·  · 2 bedrooms ·  · 1 bed ·  · 0 baths,€ 65 ,Hosted by Mic,9 years hosting,Not guest favourite,Not guest favourite
1 bed in a 5-bed mixed dorm at Sleep Green Y.H,"Room in Barcelona, Spain",5 beds ·  · 4 shared bathrooms,€ 87 ,Hosted by Alvand,8 years hosting,Not guest favourite,Not guest favourite
Relax near Barcelona,"Houseboat in Sitges, Spain",2 guests ·  · 4 beds ·  · 1 bath,Price not specified,Hosted by Jordi,2 months hosting,Not guest favourite,Not guest favourite
21fh - Beautiful 1BR flat,"Entire rental unit in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Mercantil Brescia, · 2 months hosting,Not guest favourite,Not guest favourite
Cozy house with back garden 30 min from Barcelona,"Room in Martorell, Spain",1 double bed ·  · Shared bathroom,€ 315 ,Hosted by Noelia,4 years hosting,Not guest favourite,Not guest favourite
Suite large room with bathroom inside in center,"Room in Barcelona, Spain",1 double bed ·  · Private attached bathroom,€ 180 ,Hosted by Miranda,8 years hosting,Not guest favourite,Not guest favourite
vill412 Great 2 bedr flat 1 bathr next city center,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 454 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Private apartm in luxury chalet BCN,"Entire condo in Matadepera, Spain",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 128 ,Hosted by Tessa,9 years hosting,Not guest favourite,Not guest favourite
BARCELONA| NICE AND SPACIOUS| BALCONY¤,"Entire rental unit in Barcelona, Spain",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,"€ 1,500 ",Hosted by Stay U-Nique,11 years hosting,Not guest favourite,Not guest favourite
Cal Padri 1871,"Entire home in Premià de Mar, Spain",14 guests ·  · 5 bedrooms ·  · 10 beds ·  · 3 baths,€ 389 ,Hosted by Holidu,3 months hosting,Not guest favourite,Not guest favourite
Bright Floor in a Beautiful Neighborhood,"Entire rental unit in Santa Coloma de Gramenet, Spain",5 guests ·  · 3 bedrooms ·  · 3 beds ·  · 1.5 baths,€ 125 ,Hosted by Karen,5 years hosting,Not guest favourite,Not guest favourite
Beautiful and bright penthouse in downtown Hospitalet,"Entire rental unit in L'Hospitalet de Llobregat, Spain",3 guests ·  · 1 bedroom ·  · 1.5 baths,€ 150 ,Hosted by Nuria,1 year hosting,Not guest favourite,Not guest favourite
Beautiful and bright penthouse in downtown Hospitalet,"Entire rental unit in L'Hospitalet de Llobregat, Spain",3 guests ·  · 1 bedroom ·  · 1.5 baths,€ 150 ,Hosted by Nuria,1 year hosting,Not guest favourite,Not guest favourite
43Bpar - New flat in Paralelo,"Entire rental unit in Barcelona, Spain",4 guests ·  · 3 bedrooms ·  · 3 beds ·  · 1 bath,"€ 1,200 ",Hosted by Loca Bcn, · 11 years hosting,Not guest favourite,Not guest favourite
1 bed in a 4-bed mixed dorm at Sleep Green Y.H,"Room in Barcelona, Spain",6 bunk beds ·  · 4 shared bathrooms,€ 89 ,Hosted by Alvand,8 years hosting,Not guest favourite,Not guest favourite
Comfortable room in the centre,"Room in Barcelona, Spain",1 bedroom ·  · Shared bathroom,€ 169 ,Stay with Morge,2 years hosting,Not guest favourite,Not guest favourite
sf12a Great 2 Bedr Acomodis Flat Sagrada Familia,"Entire rental unit in Barcelona, Spain",5 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 310 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Camper for Rent in Barcelona,"Camper/RV in Barcelona, Spain",2 guests ·  · 1 bedroom ·  · Half-bath,€ 76 ,Hosted by Ricardo,5 years hosting,Not guest favourite,Not guest favourite
